Time(S),Current(A)
75.0,0.0013838
75.1,0.0013867
75.2,0.001378
75.3,0.0013637
75.4,0.0013534
75.5,0.0013488
75.6,0.0013472
75.7,0.0013456
75.8,0.0013433
75.9,0.0013408
76.0,0.001339
76.1,0.0013385
76.2,0.0013392
76.3,0.0013404
76.4,0.0013417
76.5,0.0013429
76.6,0.0013443
76.7,0.0013468
76.8,0.0013564
76.9,0.0013802
77.0,0.0013934
77.1,0.0013972
77.2,0.0013972
77.3,0.0014096
77.4,0.0014331
77.5,0.0014439
77.6,0.0014463
77.7,0.0014453
77.8,0.001439
77.9,0.0014281
78.0,0.0014058
78.1,0.0013835
78.2,0.0013657
78.3,0.0013547
78.4,0.0013487
78.5,0.0013464
78.6,0.0013454
78.7,0.0013452
78.8,0.0013462
78.9,0.0013477
79.0,0.0013494
79.1,0.0013503
79.2,0.001351
79.3,0.0013514
79.4,0.0013513
79.5,0.0013535
79.6,0.001375
79.7,0.0014003
79.8,0.0014111
79.9,0.0014141
