Time(S),Current(A)
85.0,0.00028448
85.1,0.00028152
85.2,0.0002824
85.3,0.00028316
85.4,0.00028405
85.5,0.00028469
85.6,0.0002849
85.7,0.00028463
85.8,0.00028439
85.9,0.00028449
86.0,0.0002843
86.1,0.00028393
86.2,0.00028348
86.3,0.00028308
86.4,0.0002826
86.5,0.0002823
86.6,0.00028182
86.7,0.00028142
86.8,0.0002812
86.9,0.00028121
87.0,0.00028139
87.1,0.0027922
87.2,0.0027509
87.3,0.0004467
87.4,0.00031811
87.5,0.00030375
87.6,0.00029286
87.7,0.00028512
87.8,0.00027759
87.9,0.00027056
88.0,0.00026542
88.1,0.00026129
88.2,0.00025807
88.3,0.00025592
88.4,0.00025421
88.5,0.00025356
88.6,0.00025619
88.7,0.00025757
88.8,0.0002578
88.9,0.00025719
89.0,0.00025831
89.1,0.00025896
89.2,0.00026026
89.3,0.00026213
89.4,0.00026515
89.5,0.00026701
89.6,0.00026888
89.7,0.00026986
89.8,0.0002715
89.9,0.00027201
