Time(S),Current(A)
95.0,0.0002298
95.1,0.00023089
95.2,0.0002328
95.3,0.00023053
95.4,0.00022961
95.5,0.00022901
95.6,0.00022811
95.7,0.0002275
95.8,0.00022803
95.9,0.0002273
96.0,0.00022615
96.1,0.00022467
96.2,0.00022301
96.3,0.00022145
96.4,0.00021969
96.5,0.00021847
96.6,0.0002171
96.7,0.00021629
96.8,0.00021537
96.9,0.00021457
97.0,0.00021394
97.1,0.00021341
97.2,0.00021295
97.3,0.00021254
97.4,0.00021201
97.5,0.00021123
97.6,0.00021076
97.7,0.00021017
97.8,0.00020999
97.9,0.0002105
98.0,0.00021076
98.1,0.00021036
98.2,0.00021051
98.3,0.00021037
98.4,0.00020989
98.5,0.00020946
98.6,0.0023829
98.7,0.0020691
98.8,0.0020823
98.9,0.0020801
99.0,0.00028463
99.1,0.00029129
99.2,0.00033366
99.3,0.00038043
99.4,0.00028615
99.5,0.00031175
99.6,0.0004312
99.7,0.00038086
99.8,0.00037453
99.9,0.00037681
